post_id,platform,post_date,post_type,content_category,likes,comments,shares,impressions,reach,engagement_rate,follower_count,hashtag_count,sentiment,link_clicks,video_views
POST-81899,LinkedIn,2024-12-11,Live,Promotional,11592,317,577,197064,108834,6.34,1852661,14,Positive,154,0
POST-81900,YouTube,2023-06-29,Story,User Generated,39935,1910,1690,838635,568473,5.19,1823658,0,Positive,395,447993
POST-81901,LinkedIn,2025-05-16,Story,Entertainment,31689,1903,487,253512,181793,13.44,1851187,10,Neutral,56,0
POST-81902,TikTok,2024-07-07,Live,News,49301,2773,1194,1281826,781803,4.16,4476972,0,Positive,638,81065
POST-81903,Twitter,2024-01-28,Video,Entertainment,3064,244,110,67408,58865,5.07,3183302,20,Positive,41,0
POST-81904,Instagram,2024-06-30,Text,Educational,18902,1498,773,207922,192057,10.18,1848827,3,Neutral,198,290888
POST-81905,LinkedIn,2023-09-20,Live,Entertainment,23407,609,664,631989,401844,3.91,3498182,13,Positive,16,0
POST-81906,TikTok,2025-08-05,Story,Tutorial,3990,283,41,23940,13160,18.02,4057267,1,Positive,40,114248
POST-81907,LinkedIn,2025-05-24,Story,User Generated,34774,2533,1175,173870,91063,22.13,4621706,10,Positive,106,0
POST-81908,LinkedIn,2025-08-18,Image,Promotional,13290,1288,76,398700,327827,3.68,1157981,17,Negative,139,0
POST-81909,TikTok,2023-03-02,Image,User Generated,6121,396,298,91815,64782,7.42,639642,28,Neutral,32,259173
POST-81910,Facebook,2025-06-18,Reel,Promotional,49418,3068,35,1235450,714044,4.25,4035953,6,Neutral,559,0
POST-81911,Instagram,2024-04-05,Reel,News,39922,2388,578,998050,668965,4.3,3864828,26,Positive,547,394142
POST-81912,Facebook,2024-12-08,Carousel,News,17651,1415,667,264765,222875,7.45,2519107,15,Positive,199,0
POST-81913,YouTube,2025-06-12,Live,Behind the Scenes,43129,1477,503,819451,660595,5.5,2712339,4,Neutral,97,99172
POST-81914,LinkedIn,2024-06-21,Live,User Generated,5121,28,37,143388,86197,3.62,2708654,0,Positive,70,0
POST-81915,LinkedIn,2025-01-22,Story,Behind the Scenes,12907,721,514,193605,128533,7.3,3464956,7,Positive,252,0
POST-81916,Twitter,2023-07-09,Live,Product Launch,33042,343,72,561714,336893,5.96,2512383,30,Positive,166,0
POST-81917,Facebook,2024-07-06,Image,News,44602,2302,838,446020,259477,10.7,2451776,10,Neutral,52,0
POST-81918,Twitter,2023-09-29,Video,Tutorial,20419,1011,504,122514,80489,17.9,2594562,14,Positive,361,0
POST-81919,Instagram,2025-07-12,Text,Promotional,49760,4819,555,1044960,596575,5.28,2797404,4,Positive,137,487112
POST-81920,TikTok,2024-02-16,Image,User Generated,49948,2785,386,1398544,835598,3.8,1137380,1,Positive,837,75890
POST-81921,Instagram,2024-02-26,Story,Educational,14539,630,260,203546,162608,7.58,1364753,1,Positive,263,306837
POST-81922,Twitter,2024-03-29,Text,News,22523,962,160,653167,394644,3.62,4412064,20,Positive,320,0
POST-81923,Instagram,2023-05-26,Image,Tutorial,40845,1793,948,204225,172270,21.34,3368100,5,Positive,352,327647
POST-81924,Instagram,2024-04-24,Story,News,31936,2828,974,415168,283944,8.61,2353529,4,Positive,145,471947
POST-81925,Instagram,2025-12-18,Story,Entertainment,3837,128,103,49881,44128,8.16,3458562,14,Positive,46,77573
POST-81926,YouTube,2023-09-11,Image,User Generated,11001,955,238,286026,154732,4.26,1162793,2,Neutral,150,372713
POST-81927,Facebook,2024-12-03,Reel,Entertainment,9682,638,451,154912,139931,6.95,2304760,19,Neutral,16,0
POST-81928,LinkedIn,2025-04-12,Text,Entertainment,7251,599,219,65259,39700,12.36,3144005,6,Neutral,33,0
POST-81929,TikTok,2024-05-15,Reel,Promotional,16329,470,725,277593,201079,6.31,1973177,3,Negative,263,459717
POST-81930,Instagram,2025-05-30,Text,Product Launch,45491,4034,1068,1000802,848393,5.06,2029555,23,Positive,16,320635
POST-81931,Facebook,2024-05-15,Reel,News,31073,2107,990,248584,199347,13.75,3248813,23,Positive,548,0
POST-81932,Facebook,2024-11-30,Live,Educational,26557,302,761,584254,366837,4.73,952581,5,Negative,235,0
POST-81933,Facebook,2024-06-20,Live,Behind the Scenes,20209,468,1000,404180,205372,5.36,4309936,24,Positive,168,0
POST-81934,YouTube,2025-12-04,Video,Tutorial,38123,2393,1877,457476,420041,9.27,1547744,28,Neutral,697,35039
POST-81935,Twitter,2023-09-24,Story,User Generated,47720,3395,21,524920,381484,9.74,4913022,23,Positive,779,0
POST-81936,Instagram,2025-12-06,Image,Product Launch,42926,2056,1460,643890,438797,7.21,4950992,28,Positive,150,173966
POST-81937,Twitter,2024-05-19,Carousel,Behind the Scenes,16411,49,390,213343,144788,7.9,3466124,17,Positive,147,0
POST-81938,Facebook,2024-12-03,Reel,Behind the Scenes,48859,467,1285,1319193,663531,3.84,2423984,26,Negative,818,0
POST-81939,TikTok,2023-08-15,Story,News,895,20,10,25955,18151,3.56,3890014,2,Negative,21,136514
POST-81940,Instagram,2024-01-27,Live,Promotional,48773,3865,2344,341411,253949,16.1,1532247,7,Neutral,161,265858
POST-81941,TikTok,2025-11-10,Carousel,User Generated,47407,2713,219,1327396,1034193,3.79,3628497,13,Negative,376,415607
POST-81942,LinkedIn,2023-12-11,Text,Product Launch,23270,67,1162,418860,229289,5.85,565540,20,Neutral,262,0
POST-81943,Twitter,2024-12-14,Story,Entertainment,2271,150,68,34065,26015,7.31,346562,5,Neutral,38,0
POST-81944,TikTok,2025-07-03,Reel,Entertainment,4579,200,221,128212,83801,3.9,84096,21,Positive,27,133488
POST-81945,Facebook,2024-09-22,Carousel,Tutorial,32684,803,546,196104,182550,17.35,601183,10,Neutral,68,0
POST-81946,Facebook,2024-10-06,Reel,News,46995,3183,1115,281970,238659,18.19,2479343,5,Positive,419,0
POST-81947,YouTube,2023-09-20,Carousel,Promotional,17090,1298,145,205080,107214,9.04,854377,17,Neutral,113,267737
POST-81948,Twitter,2025-03-04,Story,User Generated,34906,2955,1477,1047180,698823,3.76,2794204,9,Neutral,621,0
POST-81949,TikTok,2025-04-22,Video,Promotional,41557,3667,1743,623355,549968,7.53,934879,23,Positive,300,367685
POST-81950,Facebook,2025-08-23,Live,Product Launch,23850,1355,139,381600,193465,6.64,510352,25,Negative,117,0
POST-81951,YouTube,2025-06-24,Story,Product Launch,18779,1882,929,450696,400332,4.79,4850689,7,Negative,29,355099
POST-81952,YouTube,2023-01-06,Story,Tutorial,49860,3672,1947,1445940,1282874,3.84,543667,16,Neutral,378,120087
POST-81953,TikTok,2024-06-15,Reel,Promotional,42398,1187,289,381582,286774,11.5,4249668,24,Positive,260,308407
POST-81954,TikTok,2023-08-08,Carousel,Educational,2696,23,101,53920,49984,5.23,3126540,30,Positive,21,479633
POST-81955,Facebook,2023-05-21,Video,Tutorial,1207,26,52,32589,22821,3.94,4008325,9,Positive,7,0
POST-81956,Facebook,2025-11-21,Reel,News,3955,194,147,59325,55360,7.24,38687,4,Positive,22,0
POST-81957,TikTok,2023-05-19,Reel,Product Launch,10426,527,138,72982,48211,15.2,3332383,27,Positive,86,450394
POST-81958,Instagram,2025-08-24,Carousel,Behind the Scenes,47838,1952,2147,813246,668075,6.39,2891639,17,Positive,334,155825
POST-81959,YouTube,2024-03-11,Image,Promotional,39959,3213,875,639344,466846,6.89,4931936,18,Neutral,300,7212
POST-81960,YouTube,2024-04-19,Text,User Generated,49152,3056,496,1130496,835784,4.66,3392476,14,Positive,273,141036
POST-81961,Instagram,2025-07-24,Story,News,7004,234,238,140080,108161,5.34,4775135,30,Neutral,6,418287
POST-81962,Facebook,2023-11-18,Live,Tutorial,40118,351,48,882596,812884,4.59,951423,30,Neutral,731,0
POST-81963,TikTok,2025-12-31,Image,Product Launch,32654,2653,557,783696,500919,4.58,4956579,7,Neutral,349,41392
POST-81964,LinkedIn,2025-07-27,Video,Product Launch,16198,82,25,485940,292354,3.36,2387910,1,Positive,247,0
POST-81965,LinkedIn,2024-11-14,Carousel,Educational,13976,54,315,139760,72361,10.26,630800,26,Neutral,231,0
POST-81966,Twitter,2025-07-17,Live,Tutorial,4365,3,142,122220,90360,3.69,2469805,3,Positive,13,0
POST-81967,Twitter,2023-12-10,Live,User Generated,33938,2095,538,475132,341004,7.7,2553002,25,Positive,78,0
POST-81968,YouTube,2024-07-24,Text,News,48137,2362,976,866466,738180,5.94,4621488,10,Positive,759,71753
POST-81969,Twitter,2023-02-01,Story,Educational,14374,212,76,71870,48353,20.4,703591,12,Positive,222,0
POST-81970,Instagram,2025-05-11,Live,Educational,46357,2961,74,556284,390004,8.88,1265251,7,Positive,169,477506
POST-81971,YouTube,2024-08-18,Live,Behind the Scenes,12986,866,279,389580,258621,3.63,1324160,13,Positive,166,454684
POST-81972,Twitter,2023-08-09,Carousel,Promotional,7512,296,179,225360,152998,3.54,1772952,4,Positive,130,0
POST-81973,LinkedIn,2024-12-13,Carousel,News,16921,1397,453,287657,265736,6.53,4303980,30,Positive,175,0
POST-81974,Facebook,2025-05-21,Image,User Generated,10919,828,261,218380,110201,5.5,1547454,30,Positive,119,0
POST-81975,TikTok,2025-06-13,Live,Entertainment,6764,435,177,114988,91214,6.41,3872459,4,Negative,83,224605
POST-81976,LinkedIn,2024-05-11,Live,Entertainment,1668,63,46,26688,20478,6.66,3242318,16,Neutral,38,0
POST-81977,Twitter,2023-07-19,Text,Educational,49851,4534,199,448659,349536,12.17,3603268,29,Positive,905,0
POST-81978,TikTok,2024-04-28,Image,Behind the Scenes,13249,762,436,264980,223539,5.45,189767,16,Neutral,173,315689
POST-81979,LinkedIn,2025-12-30,Story,Behind the Scenes,12859,107,565,180026,146689,7.52,747322,2,Neutral,89,0
POST-81980,LinkedIn,2024-08-16,Video,User Generated,38162,2122,96,954050,581323,4.23,1029992,28,Positive,214,0
POST-81981,LinkedIn,2025-02-22,Reel,Behind the Scenes,16441,1160,590,230174,198225,7.9,3128572,3,Negative,239,0
POST-81982,Facebook,2024-09-03,Story,User Generated,31957,2596,1526,479355,353803,7.53,112757,21,Positive,210,0
POST-81983,Facebook,2023-04-27,Video,Educational,5656,181,55,62216,43378,9.47,3768852,28,Positive,111,0
POST-81984,LinkedIn,2023-09-18,Image,User Generated,26438,1044,417,555198,446127,5.03,125583,25,Neutral,158,0
POST-81985,Instagram,2025-12-14,Carousel,Product Launch,35437,3505,1580,283496,209748,14.29,4076006,2,Neutral,277,185876
POST-81986,Instagram,2025-03-09,Text,Product Launch,7205,630,169,36025,30787,22.22,470817,26,Neutral,35,370807
POST-81987,Twitter,2024-08-14,Story,Tutorial,47796,3433,1898,716940,548917,7.41,1640940,2,Positive,890,0
POST-81988,YouTube,2025-06-19,Live,Entertainment,27618,628,664,773304,488896,3.74,435430,15,Positive,503,4113
POST-81989,YouTube,2025-02-01,Video,Educational,48911,4393,1660,684754,367111,8.03,2664185,27,Neutral,172,180818
POST-81990,LinkedIn,2025-04-30,Reel,Behind the Scenes,6742,403,204,202260,181406,3.63,4942321,8,Neutral,123,0
POST-81991,TikTok,2023-01-20,Video,Educational,36715,2249,16,1101450,632766,3.54,3056707,11,Neutral,722,47559
POST-81992,TikTok,2023-12-10,Image,Promotional,16057,782,312,144513,88661,11.87,1605182,11,Positive,299,316817
POST-81993,Twitter,2024-12-28,Carousel,Educational,31627,1099,1064,537659,425226,6.28,1476347,22,Positive,530,0
POST-81994,Facebook,2025-05-25,Reel,Entertainment,10963,140,67,98667,89509,11.32,3557856,3,Positive,176,0
POST-81995,Instagram,2023-12-12,Story,Promotional,10644,565,445,138372,72519,8.42,3564860,30,Positive,145,458213
POST-81996,Instagram,2023-04-26,Reel,Entertainment,17280,207,712,362880,283351,5.02,4544566,3,Neutral,131,27555
POST-81997,LinkedIn,2023-08-20,Video,Behind the Scenes,43544,466,1120,217720,172242,20.73,1209989,25,Positive,271,0
POST-81998,Facebook,2024-03-04,Image,Promotional,25834,558,768,180838,117000,15.02,3851028,18,Neutral,443,0
POST-81999,YouTube,2023-10-17,Text,User Generated,37005,1102,1632,666090,467822,5.97,194408,2,Positive,471,292124
POST-82000,Instagram,2024-08-27,Video,User Generated,48299,1006,2205,772784,633442,6.67,1744060,22,Neutral,179,397411
POST-82001,TikTok,2023-08-12,Reel,Tutorial,48774,1149,1929,390192,231439,13.29,800401,0,Positive,32,67899
POST-82002,Facebook,2023-06-04,Reel,Product Launch,21464,1292,60,257568,148125,8.86,3424228,23,Positive,300,0
POST-82003,Twitter,2025-05-17,Live,Tutorial,24788,1948,62,718852,594842,3.73,4376709,12,Negative,379,0
POST-82004,Instagram,2024-09-08,Image,Entertainment,27789,1252,927,166734,121706,17.97,539311,27,Neutral,49,262392
POST-82005,Instagram,2025-04-19,Carousel,Tutorial,16398,1342,287,360756,309524,5.0,2148283,29,Neutral,258,414972
POST-82006,YouTube,2023-05-15,Video,Behind the Scenes,11345,525,540,136140,77769,9.12,2067208,6,Positive,170,488944
POST-82007,TikTok,2024-06-25,Text,User Generated,25517,867,530,153102,124745,17.58,66245,12,Positive,151,96956
POST-82008,LinkedIn,2025-10-27,Reel,User Generated,43557,4337,1754,827583,537517,6.0,4200431,12,Neutral,360,0
POST-82009,Instagram,2024-07-09,Video,User Generated,19014,1707,689,551406,312317,3.88,582170,21,Negative,175,50172
POST-82010,Twitter,2023-07-24,Image,Product Launch,35695,2036,968,285560,218745,13.55,587675,0,Positive,281,0
POST-82011,TikTok,2024-05-25,Text,Tutorial,2417,136,113,21753,14486,12.26,4330526,21,Neutral,30,91212
POST-82012,YouTube,2024-09-19,Image,Behind the Scenes,28963,1841,1059,289630,239833,11.0,1798559,6,Positive,203,326767
POST-82013,YouTube,2025-12-04,Text,Product Launch,16476,531,140,461328,313297,3.72,801345,17,Positive,136,188743
POST-82014,Twitter,2025-09-05,Text,Educational,42008,2541,1463,1218232,669240,3.78,3899474,24,Positive,129,0
POST-82015,Facebook,2024-02-18,Carousel,Product Launch,27386,125,895,821580,486508,3.46,3429402,1,Negative,61,0
POST-82016,Twitter,2025-01-10,Reel,News,46817,3730,308,1357693,1215807,3.75,3324309,0,Neutral,481,0
POST-82017,YouTube,2023-10-20,Video,Educational,45257,90,1865,950397,866188,4.97,2105259,10,Positive,727,73323
POST-82018,TikTok,2024-02-29,Reel,Promotional,11465,1023,186,160510,97933,7.9,2743470,30,Negative,203,328091
POST-82019,Instagram,2023-10-31,Reel,Behind the Scenes,39299,3554,746,943176,760394,4.62,4858723,18,Negative,721,371773
POST-82020,YouTube,2023-03-07,Video,Tutorial,25100,1157,506,326300,271083,8.2,282062,27,Negative,58,385668
POST-82021,Facebook,2023-05-30,Live,User Generated,48139,801,912,1010919,538727,4.93,406866,27,Positive,856,0
POST-82022,TikTok,2023-01-02,Image,User Generated,11526,521,35,69156,41052,17.47,1560458,11,Positive,106,306671
POST-82023,LinkedIn,2025-05-21,Text,Educational,14667,699,321,425343,249490,3.69,1089920,21,Positive,130,0
POST-82024,Instagram,2023-12-03,Live,Behind the Scenes,20641,1587,163,495384,267917,4.52,1124401,11,Negative,157,182077
POST-82025,Instagram,2023-08-20,Carousel,User Generated,37633,2252,1748,1128990,566990,3.69,2665876,12,Positive,291,432455
POST-82026,Facebook,2024-03-25,Story,Entertainment,17244,1195,96,258660,202847,7.17,388751,7,Neutral,32,0
POST-82027,Facebook,2023-10-11,Text,Educational,33623,955,1200,437099,396065,8.19,3177384,11,Neutral,434,0
POST-82028,Instagram,2024-04-27,Text,News,46740,3613,2113,514140,328262,10.2,1945892,6,Positive,448,167423
POST-82029,Instagram,2023-03-10,Reel,News,4547,449,124,40923,24856,12.51,13969,1,Positive,9,399888
POST-82030,Twitter,2024-03-25,Live,Educational,11895,700,250,226005,119829,5.68,2566320,6,Positive,27,0
POST-82031,Twitter,2025-01-03,Live,News,45111,1665,1592,451110,250606,10.72,1817598,21,Neutral,329,0
POST-82032,Facebook,2023-03-31,Video,Behind the Scenes,40664,1657,1601,1097928,683298,4.0,904691,19,Neutral,564,0
POST-82033,Twitter,2023-08-21,Text,Promotional,39166,1564,1768,587490,433018,7.23,456009,18,Negative,396,0
POST-82034,LinkedIn,2024-02-19,Live,User Generated,34009,2314,313,476126,440871,7.69,3708574,1,Neutral,53,0
POST-82035,YouTube,2023-02-17,Live,Tutorial,4630,153,66,23150,21223,20.95,20136,9,Neutral,41,338813
POST-82036,Instagram,2023-09-07,Video,Tutorial,33842,1813,1573,744524,524092,5.0,447727,28,Positive,314,135138
POST-82037,TikTok,2024-05-07,Image,Product Launch,42356,646,1684,804764,427021,5.55,3841930,10,Positive,699,353282
POST-82038,LinkedIn,2024-07-08,Live,Entertainment,3578,108,53,28624,21191,13.06,1061282,25,Positive,61,0
POST-82039,YouTube,2023-01-05,Story,Educational,49299,411,1520,640887,420020,7.99,3799869,5,Neutral,592,10491
POST-82040,TikTok,2025-01-16,Image,Behind the Scenes,5946,550,255,65406,36529,10.32,4687816,8,Neutral,72,422281
POST-82041,Facebook,2025-10-26,Live,Educational,43365,2348,8,954030,496283,4.79,4572366,3,Positive,553,0
POST-82042,Twitter,2024-08-03,Story,Promotional,24039,2149,510,264429,193029,10.1,4097543,15,Neutral,81,0
POST-82043,TikTok,2023-06-20,Text,Promotional,45703,1848,494,914060,740109,5.26,1226161,26,Positive,451,4158
POST-82044,Instagram,2024-04-20,Carousel,User Generated,27320,1853,1135,163920,138482,18.49,202082,1,Positive,475,86899
POST-82045,Instagram,2024-09-03,Reel,Tutorial,20013,1013,953,360234,262281,6.1,4639969,6,Positive,241,194356
POST-82046,LinkedIn,2023-12-18,Live,User Generated,14193,1090,305,255474,193253,6.1,4043147,12,Positive,134,0
POST-82047,Instagram,2025-03-27,Story,Educational,23529,730,42,682341,490694,3.56,3168369,9,Positive,0,492181
POST-82048,Instagram,2023-08-23,Image,Promotional,4347,414,193,99981,61959,4.95,608261,30,Positive,41,165475
POST-82049,Instagram,2025-05-31,Live,Tutorial,24326,2201,143,462194,288448,5.77,4987501,29,Positive,453,448025
POST-82050,TikTok,2023-05-22,Live,Behind the Scenes,10461,923,342,303369,208246,3.87,4177539,20,Positive,173,37440
POST-82051,TikTok,2025-07-23,Video,Product Launch,13963,989,412,139630,127333,11.0,1542067,17,Neutral,49,283610
POST-82052,YouTube,2023-12-16,Video,Behind the Scenes,7113,106,230,156486,117593,4.76,2396841,22,Positive,117,87994
POST-82053,Instagram,2023-11-29,Reel,Promotional,17539,158,516,263085,191157,6.92,1728915,3,Neutral,166,421335
POST-82054,Facebook,2024-10-28,Image,Educational,20706,1328,206,455532,307661,4.88,1203101,26,Positive,208,0
POST-82055,Twitter,2024-06-10,Image,Promotional,3310,335,94,76130,69684,4.91,3017236,2,Positive,42,0
POST-82056,LinkedIn,2024-11-09,Live,Educational,20406,6,275,102030,63564,20.28,4377372,19,Neutral,408,0
POST-82057,TikTok,2025-03-14,Text,Promotional,13011,1189,260,312264,179187,4.63,287093,16,Neutral,193,163378
POST-82058,TikTok,2024-05-21,Live,User Generated,33329,962,22,833225,666847,4.12,1327254,6,Positive,130,441768
POST-82059,Instagram,2023-07-04,Reel,Entertainment,47965,1758,731,623545,496152,8.09,4557705,4,Positive,642,367248
POST-82060,Twitter,2024-10-22,Reel,Entertainment,2620,46,2,73360,67411,3.64,4929993,2,Positive,47,0
POST-82061,Facebook,2024-04-25,Story,Promotional,26187,2555,443,392805,217816,7.43,1937571,22,Positive,10,0
POST-82062,TikTok,2025-10-13,Image,User Generated,16372,560,562,278324,185058,6.29,2507245,26,Neutral,105,113480
POST-82063,Twitter,2024-06-09,Reel,Promotional,22101,1775,1068,508323,397892,4.91,1592254,6,Positive,129,0
POST-82064,Facebook,2025-11-27,Story,Product Launch,13004,1057,157,169052,111093,8.41,2016620,12,Positive,258,0
POST-82065,YouTube,2025-08-17,Live,Product Launch,19627,663,89,569183,475097,3.58,891460,28,Positive,12,68064
POST-82066,Instagram,2025-02-14,Story,News,8361,835,289,158859,107796,5.97,4737939,25,Neutral,112,356454
POST-82067,Twitter,2024-04-16,Video,Behind the Scenes,49892,425,434,1496760,1270373,3.39,2679715,13,Positive,767,0
POST-82068,TikTok,2024-09-17,Live,User Generated,32079,855,825,417027,224585,8.1,4082418,24,Neutral,27,41605
POST-82069,Twitter,2025-04-04,Live,Promotional,10241,939,482,204820,171565,5.69,1683551,9,Neutral,177,0
POST-82070,LinkedIn,2024-01-07,Carousel,Product Launch,39295,3536,1443,628720,379897,7.04,4821179,3,Neutral,347,0
POST-82071,Instagram,2024-06-27,Story,User Generated,17814,395,159,249396,140304,7.36,3333176,10,Positive,233,369433
POST-82072,LinkedIn,2024-02-24,Story,Tutorial,30872,477,355,277848,143488,11.41,140147,26,Positive,18,0
POST-82073,Facebook,2023-04-05,Carousel,News,26845,814,620,241605,190731,11.7,3164085,10,Neutral,169,0
