respondent_id,department,job_level,tenure_years,engagement_score,satisfaction_score,manager_score,worklife_balance,growth_opportunity,recognition,compensation_fairness,team_collaboration,overall_recommend,response_date,attrition_risk
RESP-31515,Customer Support,Team Lead,18.1,4.3,2.62,3.34,2.52,2.88,1.69,3.62,4.04,1,2025-01-12,Low
RESP-31516,Customer Support,Director,14.6,4.03,3.08,3.14,5,4.35,3.3,3.33,4.38,8,2025-09-21,Low
RESP-31517,Finance,Manager,6.0,4.4,5,3.8,3.56,4.73,3.19,3.46,3.33,4,2024-05-17,Low
RESP-31518,Finance,VP,14.6,4.36,4.66,3.93,4.38,2.38,3.54,2.65,2.66,5,2023-03-23,Low
RESP-31519,Product,Individual Contributor,6.7,3.13,3.8,2.62,2.59,3.49,2.83,2.33,3.63,6,2024-10-14,Medium
RESP-31520,Sales,Individual Contributor,13.9,3.08,1.97,4.17,3.79,4.52,2.53,2.43,3.17,7,2024-07-25,Medium
RESP-31521,Product,Director,9.1,3.88,2.68,3.73,2.95,4.0,3.82,3.23,1.29,5,2023-10-21,Low
RESP-31522,HR,Individual Contributor,14.6,3.7,3.27,2.88,5,4.27,2.77,4.44,2.94,2,2024-11-18,Low
RESP-31523,HR,Team Lead,9.2,2.26,3.27,4.16,3.48,2.77,2.94,3.95,4.04,7,2023-10-28,Medium
RESP-31524,Sales,Team Lead,10.6,3.05,2.22,3.35,2.77,3.6,3.93,3.45,2.7,3,2025-01-09,Medium
RESP-31525,Customer Support,Director,13.1,2.54,2.38,3.21,2.01,3.23,3.85,4.38,2.74,6,2025-01-05,Medium
RESP-31526,Finance,VP,18.5,3.06,3.77,4.17,2.57,2.75,4.04,3.77,1.9,10,2025-10-12,Medium
RESP-31527,Marketing,Individual Contributor,5.8,3.64,4.03,3.09,2.15,3.16,2.98,2.91,4.14,3,2023-02-06,Low
RESP-31528,Operations,Senior IC,7.2,3.42,3.81,3.22,3.5,3.2,4.12,4.36,4.23,6,2023-03-10,Low
RESP-31529,Product,VP,14.3,5,3.72,2.95,3.2,1.83,4.14,2.77,3.19,8,2023-05-16,Low
RESP-31530,Product,VP,18.1,3.22,3.27,4.11,2.87,2.5,3.88,2.78,4.28,6,2023-01-21,Low
RESP-31531,Operations,Individual Contributor,4.9,3.99,3.42,4.56,1.71,2.76,4.78,1.9,2.6,4,2024-02-14,Low
RESP-31532,Finance,VP,19.4,2.21,2.54,4.41,3.06,4.79,2.56,3.33,3.18,3,2024-10-21,Medium
RESP-31533,Sales,Team Lead,11.9,4.44,3.53,2.93,2.53,3.43,2.1,1,1.48,8,2023-12-07,Low
RESP-31534,Operations,Team Lead,3.5,2.07,4.4,3.47,2.82,2.45,3.46,4.08,3.02,2,2025-11-19,Medium
RESP-31535,Operations,Manager,7.6,2.14,4.23,3.52,2.32,3.29,1.57,3.89,3.12,3,2025-09-12,Medium
RESP-31536,Customer Support,VP,3.4,3.75,2.57,3.25,2.82,2.32,3.05,3.4,3.17,5,2025-03-21,Low
RESP-31537,Product,Team Lead,13.6,2.91,2.31,2.12,2.96,1.87,4.17,2.64,2.99,1,2024-09-19,Medium
RESP-31538,Engineering,Senior IC,15.9,3.51,3.29,2.96,4.17,2.3,2.64,1.06,2.64,8,2023-01-30,Low
RESP-31539,HR,Team Lead,13.7,3.53,3.37,2.86,4.44,4.15,3.38,3.18,3.78,2,2025-09-24,Low
RESP-31540,Engineering,Manager,6.2,3.52,3.11,3.71,3.01,3.39,3.52,3.35,3.29,3,2024-01-01,Low
RESP-31541,Operations,Director,18.2,4.65,2.49,4.65,2.94,3.57,1.86,5,4.04,3,2023-05-06,Low
RESP-31542,Product,Manager,19.9,3.3,3.84,4.31,4.54,3.29,1.99,2.52,3.55,3,2023-08-26,Low
RESP-31543,Legal,VP,10.0,4.11,3.98,3.09,3.63,3.83,3.91,3.97,3.83,7,2025-09-22,Low
RESP-31544,Finance,VP,6.7,4.26,4.37,3.11,2.66,1,3.87,3.9,3.86,10,2023-05-30,Low
RESP-31545,Customer Support,VP,10.8,3.13,3.05,4.16,3.55,3.38,4.22,1.28,2.61,9,2023-07-01,Medium
RESP-31546,HR,VP,11.2,4.01,2.94,4.7,2.84,5,4.21,2.22,2.96,1,2025-01-17,Low
RESP-31547,Customer Support,Individual Contributor,4.4,2.98,3.02,3.96,1,3.08,2.85,4.39,3.54,6,2023-10-07,Medium
RESP-31548,Finance,Manager,18.8,3.92,3.76,3.38,2.95,2.47,3.25,2.48,2.4,9,2023-09-03,Low
RESP-31549,Finance,Team Lead,0.7,3.82,4.93,4.52,1.98,2.54,4.29,3.02,4.04,9,2025-09-23,Low
RESP-31550,Customer Support,Team Lead,13.9,2.48,4.23,4.16,2.54,2.7,2.79,3.58,3.19,7,2025-02-03,Medium
RESP-31551,Customer Support,Manager,19.9,2.63,3.54,3.25,3.85,3.3,3.46,3.31,2.57,7,2024-02-12,Medium
RESP-31552,HR,Manager,1.7,2.21,3.61,4.2,3.46,2.62,4.72,1.68,3.28,5,2024-09-04,Medium
RESP-31553,Marketing,Senior IC,2.6,3.72,2.99,2.73,3.28,2.96,3.91,3.59,3.88,1,2023-02-15,Low
RESP-31554,Customer Support,Senior IC,14.2,3.84,3.85,2.93,2.95,3.25,2.96,3.23,3.18,9,2023-11-04,Low
RESP-31555,Legal,Director,15.4,4.42,3.76,2.62,3.75,2.8,4.14,4.19,3.71,3,2025-11-02,Low
RESP-31556,Legal,Team Lead,9.7,3.4,2.02,3.16,1.21,2.99,4.2,3.69,3.18,1,2025-10-18,Low
RESP-31557,HR,Director,11.8,3.48,2.98,4.93,3.86,1.63,2.69,2.91,4.97,3,2023-12-02,Low
RESP-31558,Finance,Team Lead,16.0,2.37,3.71,2.64,2.52,1.5,3.23,3.48,2.57,3,2023-01-06,Medium
RESP-31559,Product,Team Lead,11.3,3.33,2.93,3.88,3.32,3.07,4.33,2.8,4.12,6,2024-12-29,Low
RESP-31560,Product,Manager,4.1,3.66,4.26,4.12,1.46,4.83,3.29,2.85,3.8,3,2023-06-24,Low
RESP-31561,Engineering,Team Lead,8.0,2.45,5,5,4.04,2.97,2.34,3.74,4.24,1,2024-07-28,Medium
RESP-31562,Product,Manager,10.5,3.28,2.9,4.21,3.22,3.06,3.8,1,3.62,10,2023-06-10,Low
RESP-31563,HR,Manager,18.9,4.63,3.62,2.79,3.54,2.73,2.98,3.31,2.72,6,2024-11-25,Low
RESP-31564,Product,Manager,6.7,2.17,1.7,3.16,3.92,3.94,3.4,3.17,2.83,6,2025-01-26,High
RESP-31565,Finance,VP,3.7,3.18,4.9,4.05,1.98,3.55,3.54,2.64,4.37,1,2025-11-24,Medium
RESP-31566,Operations,VP,15.2,4.77,2.75,4.2,2.75,4.46,3.37,5,3.49,4,2023-10-18,Low
RESP-31567,Finance,Director,16.1,3.9,3.66,2.96,4.0,2.82,4.7,2.74,3.57,10,2025-10-23,Low
RESP-31568,Finance,Manager,17.4,2.21,3.16,4.05,3.38,3.76,3.27,2.8,3.38,10,2023-07-23,Medium
RESP-31569,Customer Support,Team Lead,18.4,2.73,2.2,4.07,3.83,4.32,2.52,3.46,3.38,2,2024-01-10,Medium
RESP-31570,Design,VP,2.0,3.39,4.8,3.5,4.74,3.69,3.23,4.38,2.86,5,2025-04-27,Low
RESP-31571,Product,VP,3.8,2.91,3.55,2.75,4.66,1.46,4.38,4.35,3.78,3,2023-08-23,Medium
RESP-31572,Engineering,Director,6.0,2.33,3.14,2.8,2.82,4.71,4.42,4.13,3.11,4,2024-02-27,Medium
RESP-31573,Engineering,VP,3.5,3.59,3.5,3.09,3.16,3.23,2.46,4.77,2.61,4,2024-11-27,Low
RESP-31574,Sales,Director,18.6,2.84,3.4,2.95,2.76,2.87,3.75,3.85,2.68,5,2024-06-16,Medium
RESP-31575,Product,Director,18.6,3.64,3.87,4.6,1.17,1.69,3.98,3.06,4.09,7,2024-02-12,Low
RESP-31576,Legal,Senior IC,7.6,3.61,3.72,2.55,3.38,3.08,3.16,3.44,3.06,3,2024-06-05,Low
RESP-31577,Engineering,Team Lead,4.1,3.89,5,3.91,3.91,3.1,3.75,3.4,3.47,6,2024-01-25,Low
RESP-31578,Operations,Individual Contributor,18.3,4.36,3.86,1.79,2.14,4.25,2.86,4.44,2.87,3,2024-07-05,Low
RESP-31579,Sales,Team Lead,13.1,4.86,5,4.37,2.47,3.6,4.4,2.79,2.92,6,2025-11-25,Low
RESP-31580,Engineering,Director,1.9,4.84,2.58,3.84,3.51,3.31,4.33,3.69,3.46,8,2025-02-16,Low
RESP-31581,Operations,Individual Contributor,15.9,3.67,4.75,3.73,4.7,3.05,3.7,4.46,4.44,1,2024-10-01,Low
RESP-31582,Legal,Team Lead,14.6,3.74,2.62,3.15,3.59,3.78,3.06,4.34,4.58,1,2024-05-15,Low
RESP-31583,Design,Director,11.1,4.02,2.68,4.38,3.67,2.85,4.1,3.39,2.93,10,2025-05-31,Low
RESP-31584,Operations,Individual Contributor,10.7,2.92,3.99,3.66,3.81,2.97,3.28,2.31,2.77,8,2025-09-18,Medium
RESP-31585,Product,VP,13.1,3.35,4.14,4.06,3.32,3.23,2.49,3.99,4.13,7,2024-09-21,Low
RESP-31586,Customer Support,VP,13.1,2.66,4.69,3.9,4.11,1.65,4.2,2.58,3.39,10,2025-11-04,Medium
RESP-31587,Product,Team Lead,11.6,3.78,2.12,3.32,3.62,2.34,4.15,2.19,2.68,6,2025-02-24,Low
RESP-31588,Marketing,Manager,19.1,5,3.68,2.48,2.7,2.62,2.69,3.27,3.31,4,2023-05-09,Low
RESP-31589,Product,Individual Contributor,7.2,4.25,2.02,3.9,3.61,2.86,2.34,2.98,3.03,5,2025-11-29,Low
RESP-31590,Design,Team Lead,12.0,3.33,4.2,3.55,4.04,3.76,1.42,1.14,4.42,2,2024-04-16,Low
RESP-31591,Customer Support,Team Lead,12.2,3.09,3.78,2.83,2.92,3.09,3.64,4.8,4.3,1,2023-09-04,Medium
RESP-31592,Legal,Manager,0.8,2.72,5,4.33,4.56,3.04,4.18,1.46,3.76,3,2024-09-14,Medium
RESP-31593,Sales,Individual Contributor,8.8,4.04,2.22,2.71,4.04,3.32,4.77,2.32,2.6,5,2023-02-26,Low
RESP-31594,Customer Support,Director,11.9,3.89,3.7,4.81,2.08,3.16,4.43,3.82,4.15,7,2024-09-14,Low
RESP-31595,Legal,Individual Contributor,5.6,4.78,1.59,2.53,4.01,2.99,1,4.16,3.33,5,2024-11-25,Low
RESP-31596,Operations,Senior IC,10.3,3.47,2.66,4.08,4.16,2.94,3.0,1.6,3.3,5,2024-02-29,Low
RESP-31597,Customer Support,Director,10.8,3.56,2.11,4.17,3.88,4.13,4.09,1.75,3.72,7,2025-04-25,Low
RESP-31598,Product,Team Lead,14.2,2.47,2.69,3.33,2.41,2.34,2.24,3.43,3.32,4,2025-03-28,Medium
RESP-31599,Customer Support,Manager,14.4,2.43,4.1,3.89,2.55,3.6,2.59,3.75,3.5,7,2025-07-13,Medium
RESP-31600,Marketing,Director,19.7,3.5,4.74,4.65,4.64,3.59,2.96,2.98,2.64,9,2024-05-03,Low
RESP-31601,Design,VP,12.8,3.94,2.7,3.81,2.81,1.47,5,2.74,2.55,2,2024-10-25,Low
RESP-31602,HR,Team Lead,3.8,4.43,3.47,2.81,3.22,3.59,2.58,2.72,3.45,7,2023-08-15,Low
RESP-31603,HR,Individual Contributor,13.3,2.2,1.87,3.32,3.9,3.2,2.47,3.88,3.09,4,2025-06-07,High
RESP-31604,Product,Individual Contributor,15.6,3.92,4.73,4.75,4.58,3.44,3.49,2.68,2.67,10,2024-07-07,Low
RESP-31605,Engineering,VP,5.4,3.69,4.85,3.08,3.91,3.38,3.08,2.54,3.61,6,2024-07-26,Low
RESP-31606,Operations,Manager,0.8,3.25,2.33,3.33,2.35,3.2,2.75,2.22,2.61,4,2023-05-17,Low
RESP-31607,Design,Individual Contributor,8.2,2.58,3.62,3.47,1.82,1.98,4.06,3.89,3.66,1,2023-03-13,Medium
RESP-31608,Engineering,VP,15.9,2.89,2.5,3.26,3.95,3.18,3.36,2.45,3.08,5,2023-02-04,Medium
RESP-31609,Product,Individual Contributor,15.2,3.71,5,3.32,3.12,2.33,3.19,3.15,4.25,10,2024-08-15,Low
RESP-31610,Operations,Manager,5.0,3.65,2.34,4.78,5,3.39,2.34,2.75,4.27,8,2023-02-25,Low
RESP-31611,Finance,Team Lead,11.1,2.81,2.01,4.08,3.5,2.05,2.71,3.14,2.18,10,2023-01-27,Medium
RESP-31612,Legal,Team Lead,13.0,2.61,3.13,4.4,4.24,3.65,4.21,2.35,3.14,10,2023-05-02,Medium
RESP-31613,Design,Manager,12.7,2.73,3.93,3.99,2.92,3.52,3.27,3.92,2.94,6,2024-08-03,Medium
RESP-31614,Product,VP,18.5,4.47,2.33,3.82,3.86,3.18,2.86,3.22,4.12,5,2024-09-14,Low
RESP-31615,Customer Support,Director,13.7,3.07,2.43,4.92,3.6,4.49,2.54,3.99,4.24,6,2023-03-15,Medium
RESP-31616,Customer Support,Director,9.4,4.47,4.62,4.99,4.54,3.44,2.55,2.01,4.32,8,2024-06-05,Low
RESP-31617,Product,Individual Contributor,13.3,2.51,4.45,4.21,2.47,3.24,3.59,2.98,3.29,6,2024-06-17,Medium
RESP-31618,Product,VP,14.8,3.66,5,3.95,3.79,2.34,3.76,1.85,4.07,2,2023-11-22,Low
RESP-31619,Sales,Senior IC,10.4,3.72,3.48,4.82,3.32,2.78,4.28,4.25,2.72,10,2024-02-16,Low
RESP-31620,Product,Director,11.8,2.65,2.93,4.34,3.59,3.36,3.75,1.94,3.93,7,2025-03-21,Medium
RESP-31621,Design,Senior IC,15.8,3.86,2.98,2.57,3.69,2.01,5,3.41,3.18,9,2025-04-19,Low
RESP-31622,Engineering,Team Lead,17.2,3.72,2.21,4.24,2.79,3.48,3.08,2.27,3.39,5,2025-03-30,Low
RESP-31623,Legal,Director,6.0,4.4,2.92,2.81,3.32,3.39,3.6,2.92,3.08,1,2025-11-23,Low
RESP-31624,Engineering,VP,17.6,3.48,3.09,3.58,4.66,4.2,4.21,3.22,3.52,3,2023-06-09,Low
RESP-31625,Design,Director,11.8,3.49,4.31,2.98,1.99,3.67,2.92,4.83,4.11,7,2023-11-24,Low
RESP-31626,Product,Director,16.0,2.68,2.66,2.93,3.92,3.49,2.73,2.36,4.21,1,2024-03-13,Medium
RESP-31627,Legal,VP,13.2,2.93,3.89,2.97,4.17,3.87,3.5,5,2.83,1,2023-09-19,Medium
RESP-31628,Operations,VP,14.5,3.35,3.58,4.41,3.99,3.65,3.57,4.83,3.82,3,2024-06-19,Low
RESP-31629,Design,VP,2.2,2.25,2.93,4.16,1.93,4.32,2.89,2.96,3.94,10,2025-09-28,Medium
RESP-31630,Sales,Team Lead,13.6,4.25,3.49,3.99,2.46,4.04,1.92,2.46,2.64,3,2023-02-16,Low
RESP-31631,Sales,Individual Contributor,16.6,4.32,4.32,3.41,3.3,2.52,4.42,4.04,4.69,1,2025-01-05,Low
RESP-31632,Operations,VP,17.3,3.41,1.62,4.48,2.7,4.46,2.66,1.37,2.69,10,2023-07-20,Low
RESP-31633,Product,Manager,16.4,1.85,2.13,2.39,3.42,3.8,2.91,4.24,3.19,2,2024-02-19,High
RESP-31634,Sales,Director,13.6,3.69,3.46,4.3,3.39,3.16,3.0,3.75,4.16,10,2023-07-17,Low
RESP-31635,Engineering,Individual Contributor,18.3,4.21,2.92,3.14,3.63,2.67,2.85,2.92,4.7,3,2024-10-30,Low
RESP-31636,Product,VP,0.7,3.2,2.9,3.82,3.28,3.48,2.26,4.35,3.27,9,2024-02-28,Low
RESP-31637,Legal,VP,8.3,3.2,3.16,3.51,5,2.84,2.86,2.8,3.34,5,2023-03-18,Low
RESP-31638,Legal,Team Lead,13.0,3.84,2.54,3.66,4.06,1.95,4.39,2.97,4.11,6,2023-01-23,Low
RESP-31639,Finance,Team Lead,10.7,2.99,2.07,4.19,2.82,3.52,3.01,2.57,4.51,3,2025-02-28,Medium
RESP-31640,Legal,Individual Contributor,18.5,3.07,2.59,3.71,3.87,3.59,2.28,2.47,3.89,3,2023-05-17,Medium
RESP-31641,Customer Support,Team Lead,7.2,3.18,3.56,3.75,4.02,1.97,2.79,4.12,2.52,1,2025-09-04,Medium
RESP-31642,Engineering,Individual Contributor,2.2,2.7,4.4,3.67,3.27,2.69,4.84,3.1,3.37,8,2024-07-14,Medium
RESP-31643,Finance,VP,19.6,3.38,2.59,4.57,3.2,4.36,2.39,3.24,3.31,9,2023-02-05,Low
RESP-31644,Product,Individual Contributor,0.6,4.15,4.04,4.04,2.49,3.08,2.44,1.6,3.57,5,2023-03-03,Low
RESP-31645,Finance,VP,16.4,3.62,2.88,2.56,2.49,3.33,5,4.66,2.1,5,2025-06-22,Low
RESP-31646,Product,Director,10.4,3.42,2.69,4.9,3.13,4.17,3.01,4.6,3.22,3,2025-09-22,Low
RESP-31647,Sales,Senior IC,5.1,3.23,3.99,3.26,2.94,2.71,3.86,3.51,4.02,7,2024-08-09,Low
RESP-31648,Product,Director,6.3,2.59,2.71,4.35,3.56,2.23,3.15,2.87,3.72,5,2024-03-16,Medium
RESP-31649,Sales,Individual Contributor,11.7,3.24,2.06,3.35,3.65,3.29,3.28,1.97,4.22,4,2024-08-17,Low
RESP-31650,Marketing,Team Lead,16.7,2.09,4.2,4.67,4.01,2.65,5,2.51,4.1,5,2024-04-17,Medium
RESP-31651,Customer Support,Manager,15.5,2.88,2.42,2.75,3.47,2.62,3.7,4.19,2.79,4,2025-05-07,Medium
RESP-31652,Design,Individual Contributor,10.3,3.74,5,3.18,3.65,3.12,2.7,3.56,3.55,3,2025-02-18,Low
RESP-31653,Design,Manager,13.2,4.2,2.81,4.56,5,3.33,4.64,1.66,3.41,3,2025-03-06,Low
RESP-31654,Sales,Team Lead,1.3,3.83,2.74,2.97,2.46,3.93,2.33,2.97,3.51,5,2023-01-31,Low
RESP-31655,Engineering,VP,18.4,3.64,3.28,3.42,2.39,3.68,3.65,2.45,3.31,6,2025-03-09,Low
RESP-31656,HR,Individual Contributor,19.9,3.05,3.87,3.57,3.74,2.17,4.41,3.07,2.99,3,2023-09-30,Medium
RESP-31657,HR,Individual Contributor,2.7,4.81,2.94,4.59,4.28,1.69,2.84,3.52,3.02,10,2023-09-16,Low
RESP-31658,Operations,Manager,17.7,3.4,1.91,2.88,3.17,2.85,3.19,2.9,3.75,9,2024-10-15,Low
RESP-31659,Design,Senior IC,4.1,3.1,3.78,3.84,3.14,2.8,3.03,2.77,2.86,8,2023-04-19,Medium
RESP-31660,Marketing,Individual Contributor,11.2,3.4,1.98,4.57,3.7,2.58,2.11,3.85,2.29,10,2024-06-25,Low
RESP-31661,Sales,Director,16.2,3.43,3.73,3.34,3.61,3.13,3.77,1.47,3.38,7,2025-05-30,Low
RESP-31662,Sales,Team Lead,18.4,3.11,2.65,3.8,3.1,3.45,3.02,4.13,3.11,10,2023-05-22,Medium
RESP-31663,Product,Team Lead,13.2,3.92,5,3.69,5,3.55,3.42,3.75,1.94,1,2023-01-29,Low
RESP-31664,Operations,Individual Contributor,1.5,2.51,4.0,2.86,2.55,2.84,2.89,2.85,3.64,2,2023-01-25,Medium
RESP-31665,Product,Manager,14.0,3.08,3.02,3.92,4.2,1.81,2.22,4.51,4.29,7,2024-12-06,Medium
RESP-31666,Sales,Team Lead,1.6,2.55,3.81,5,2.87,2.57,3.99,3.27,4.24,6,2024-03-08,Medium
RESP-31667,Finance,VP,9.3,3.62,3.7,4.58,3.04,2.37,4.03,4.26,2.54,4,2024-08-13,Low
RESP-31668,Operations,Team Lead,1.9,3.45,2.18,3.55,4.7,1.36,2.54,3.04,1.9,1,2025-09-26,Low
RESP-31669,Legal,VP,14.6,4.56,3.04,4.11,3.94,3.23,4.09,4.87,3.73,6,2023-06-24,Low
RESP-31670,HR,Individual Contributor,1.0,2.62,3.76,4.52,3.47,3.14,4.88,3.61,3.77,1,2023-09-25,Medium
RESP-31671,Design,Individual Contributor,3.1,3.84,4.31,3.32,2.95,2.85,3.33,3.84,3.84,10,2024-01-06,Low
RESP-31672,Operations,Senior IC,12.9,4.71,2.15,4.38,3.22,3.34,3.59,3.86,3.13,4,2024-07-19,Low
RESP-31673,Finance,Director,14.0,3.33,3.61,4.2,2.08,2.82,1.74,2.37,4.83,8,2025-09-23,Low
RESP-31674,Finance,Individual Contributor,19.5,4.06,3.46,3.42,2.2,3.8,3.74,3.22,2.36,1,2025-07-22,Low
RESP-31675,Legal,Manager,8.9,3.81,5,3.96,1.8,2.86,3.66,4.06,4.7,3,2024-09-16,Low
RESP-31676,Product,Team Lead,18.1,3.49,4.2,2.39,3.16,3.43,4.99,2.59,3.37,3,2024-01-23,Low
RESP-31677,Engineering,Senior IC,1.5,4.64,4.68,2.4,2.43,3.83,3.3,2.73,4.02,6,2023-06-24,Low
RESP-31678,Sales,Manager,10.5,3.58,2.24,4.23,4.02,2.54,4.01,3.27,3.95,6,2025-02-22,Low
RESP-31679,Legal,Senior IC,16.9,3.05,2.86,3.84,3.58,1.02,3.23,3.84,3.6,2,2023-04-14,Medium
RESP-31680,Legal,VP,5.2,3.77,2.1,4.08,1.34,3.14,1.8,2.74,3.67,5,2024-06-26,Low
RESP-31681,Operations,Senior IC,16.9,2.85,2.43,3.99,2.51,3.05,3.67,2.53,1.74,2,2023-10-27,Medium
RESP-31682,Legal,Team Lead,0.5,4.12,3.27,3.75,3.5,3.75,3.22,3.71,3.94,5,2025-06-27,Low
RESP-31683,Legal,VP,10.4,3.45,2.53,3.2,4.77,2.93,4.65,4.45,3.77,4,2024-06-04,Low
RESP-31684,Finance,VP,4.7,2.08,3.53,3.9,2.2,3.01,3.69,3.61,3.22,5,2025-04-19,Medium
RESP-31685,Customer Support,Manager,10.0,2.83,3.47,4.02,2.74,2.06,3.71,3.45,3.83,7,2025-05-01,Medium
RESP-31686,Product,VP,18.9,4.88,3.8,3.41,3.84,2.67,1.34,4.86,2.08,6,2023-09-21,Low
RESP-31687,Sales,Manager,7.1,3.66,4.16,3.34,5,3.61,1.4,3.27,3.82,1,2023-11-16,Low
RESP-31688,Legal,Individual Contributor,1.8,2.24,4.85,3.63,3.37,2.66,4.4,1.4,4.4,2,2025-05-21,Medium
RESP-31689,Marketing,Director,13.3,2.99,2.36,3.9,3.89,4.83,2.78,2.54,3.53,10,2025-03-20,Medium
RESP-31690,Customer Support,Director,9.7,4.27,3.94,3.05,2.83,2.58,2.36,3.49,2.1,3,2025-04-23,Low
RESP-31691,Legal,Individual Contributor,19.1,2.56,4.27,3.69,2.92,2.94,3.75,3.89,3.18,10,2023-01-09,Medium
RESP-31692,Customer Support,Individual Contributor,16.9,2.93,3.47,4.43,5,2.2,3.45,2.25,4.21,5,2025-05-10,Medium
RESP-31693,Design,Manager,11.9,4.21,3.42,3.03,3.82,2.45,2.4,3.38,3.86,7,2025-04-19,Low
RESP-31694,Product,Manager,3.1,3.61,1.72,3.12,3.31,4.47,3.89,3.35,3.88,8,2024-10-12,Low
RESP-31695,Engineering,VP,19.4,2.8,2.67,4.42,1,2.48,3.57,3.45,2.76,1,2024-12-08,Medium
RESP-31696,HR,Manager,13.6,4.74,2.01,3.57,3.89,4.66,1.85,4.08,3.47,8,2025-03-02,Low
RESP-31697,Operations,Director,5.3,2.91,3.63,4.07,2.94,4.07,3.19,2.34,3.32,10,2024-09-24,Medium
RESP-31698,Engineering,Senior IC,14.3,4.2,2.73,3.31,3.01,3.5,4.42,2.15,2.7,6,2024-01-03,Low
RESP-31699,Legal,Director,1.0,3.57,3.59,2.45,2.39,2.54,3.54,2.19,3.61,3,2025-08-09,Low
RESP-31700,HR,Individual Contributor,13.4,3.75,3.27,4.17,1.85,3.28,3.6,3.51,3.29,5,2025-08-06,Low
RESP-31701,Operations,VP,8.4,4.26,3.79,3.36,4.6,3.54,3.24,2.28,3.19,10,2025-05-09,Low
RESP-31702,Operations,Individual Contributor,2.3,3.88,3.73,3.63,5,4.74,3.71,4.44,4.35,9,2024-04-06,Low
RESP-31703,Sales,Senior IC,18.2,3.8,3.56,3.2,3.8,4.92,3.94,2.45,3.54,10,2023-11-10,Low
RESP-31704,Engineering,Senior IC,17.1,1.91,4.5,3.46,2.04,4.6,4.11,3.51,4.27,3,2025-06-30,Medium
RESP-31705,Finance,Team Lead,16.9,2.92,3.29,2.9,4.06,4.5,3.69,1.11,3.45,6,2023-04-12,Medium
RESP-31706,Design,VP,10.8,2.53,3.85,3.74,2.33,4.75,2.93,4.45,3.9,5,2023-12-21,Medium
RESP-31707,Legal,Director,14.3,3.11,3.9,5,2.96,2.37,3.8,4.85,3.82,10,2024-08-12,Medium
RESP-31708,Design,VP,11.2,3.32,3.47,2.2,3.93,3.91,3.52,1,3.92,10,2024-08-15,Low
RESP-31709,Product,Senior IC,6.7,4.47,3.94,3.07,3.47,2.44,2.12,1.77,4.53,1,2024-08-26,Low
RESP-31710,Finance,Manager,14.3,2.8,4.03,3.38,1.72,3.27,3.19,3.12,3.5,1,2023-06-21,Medium
RESP-31711,Customer Support,Individual Contributor,3.2,4.23,2.61,2.89,4.55,1.33,4.69,2.0,3.54,10,2023-07-19,Low
RESP-31712,Marketing,Individual Contributor,15.9,3.58,4.81,3.89,3.39,2.56,4.96,1.36,2.98,2,2025-05-22,Low
RESP-31713,Design,Director,16.2,4.33,1.82,3.11,2.81,2.54,4.2,1.29,4.81,3,2024-08-24,Low
RESP-31714,Legal,Team Lead,11.4,3.3,2.76,2.73,3.59,3.32,2.41,3.24,3.86,4,2023-03-13,Low
RESP-31715,Sales,Manager,9.3,3.72,4.65,3.94,5,2.98,2.51,2.2,4.21,7,2024-03-20,Low
RESP-31716,Engineering,VP,10.1,2.8,3.83,3.29,4.64,3.21,1.62,2.73,4.12,10,2025-07-28,Medium
RESP-31717,HR,VP,4.5,4.44,3.09,2.4,4.05,2.24,3.33,3.24,3.28,7,2025-09-28,Low
RESP-31718,Design,Individual Contributor,18.9,3.16,1,2.48,3.64,2.8,1.87,2.66,3.57,10,2023-09-21,Medium
RESP-31719,Customer Support,VP,18.6,3.38,3.98,5,3.38,3.36,3.09,1,2.19,4,2025-06-15,Low
RESP-31720,Operations,Team Lead,10.2,3.61,2.67,3.15,3.07,3.66,2.53,3.59,3.22,8,2024-03-15,Low
RESP-31721,Finance,Manager,19.4,2.8,2.2,3.54,3.72,4.65,3.8,1.85,4.33,6,2024-02-07,Medium
RESP-31722,Legal,Manager,13.0,3.19,3.76,2.74,3.24,2.66,3.87,4.22,3.9,10,2023-07-08,Medium
RESP-31723,HR,Director,13.3,4.06,3.33,3.13,2.89,2.72,4.03,3.2,2.92,9,2025-09-19,Low
RESP-31724,HR,Manager,3.8,4.67,3.69,2.96,4.06,3.36,2.29,1.68,3.07,3,2023-03-12,Low
RESP-31725,HR,Individual Contributor,13.9,3.32,4.49,4.85,2.99,3.43,3.98,3.01,2.83,8,2023-09-26,Low
RESP-31726,Product,Team Lead,18.4,3.06,2.73,3.77,1.85,4.21,3.51,1.99,3.45,1,2023-03-20,Medium
RESP-31727,Marketing,Senior IC,7.9,3.83,3.97,3.71,4.24,2.5,3.58,2.76,4.52,3,2025-06-29,Low
RESP-31728,Legal,Senior IC,1.5,4.05,2.91,3.98,3.69,3.19,2.93,3.45,4.62,9,2023-03-25,Low
RESP-31729,Sales,Director,9.5,3.9,3.39,4.47,2.34,3.03,2.81,2.16,2.55,9,2024-03-07,Low
RESP-31730,Legal,Team Lead,18.2,3.49,3.36,3.91,3.29,4.17,4.38,2.35,5,10,2025-01-12,Low
RESP-31731,Sales,Director,12.7,3.27,2.36,2.74,3.53,3.32,2.12,4.48,2.88,5,2024-01-28,Low
