fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type
6.6,0.15,0.15,3.2,0.083,38,139,0.9893,3.46,0.33,10.1,6,white
7.9,0.21,0.31,4.2,-0.018,49,100,0.9964,3.21,0.5,10.1,4,white
6.2,0.3,0.23,0.2,0.024,17,169,0.999,3.16,0.48,12.4,5,white
5.5,0.36,0.31,12.6,0.029,65,115,0.9924,2.95,0.38,9.5,5,white
7.2,0.27,0.48,6.7,0.025,38,190,0.9959,3.05,0.41,10.6,6,white
7.6,0.42,0.36,-9.4,0.021,42,236,0.997,3.05,0.4,11.7,5,white
7.7,0.19,0.46,9.4,0.049,26,141,0.9937,3.23,0.35,10.7,6,white
7.2,0.42,0.24,6.2,0.073,54,216,0.9954,2.96,0.66,10.5,7,white
6.2,0.2,0.37,3.7,0.038,77,144,0.9915,3.2,0.56,11.0,6,white
7.1,0.33,0.2,7.7,0.081,30,47,0.9964,3.22,0.66,11.0,6,white
7.1,0.3,0.3,7.6,0.087,40,126,0.9922,2.99,0.59,10.3,6,white
6.8,0.4,0.39,10.0,0.064,46,136,0.9948,3.16,0.61,11.2,7,white
6.4,0.43,0.09,8.5,0.037,59,213,0.9957,3.06,0.3,11.7,5,white
5.9,0.18,0.31,8.0,0.016,53,143,0.9947,3.22,0.42,10.2,4,white
7.0,0.05,0.39,4.4,0.05,44,46,0.9965,3.13,0.62,11.4,5,white
7.0,0.26,0.27,11.3,0.061,45,157,0.9903,3.37,0.58,13.2,5,white
5.6,0.32,0.43,-3.9,0.056,50,143,0.9956,2.88,0.59,11.5,6,white
8.4,0.28,0.32,7.8,0.082,53,131,0.9935,3.38,0.39,10.4,6,white
5.6,0.57,0.16,0.6,0.097,53,138,0.994,2.96,0.56,9.3,6,white
6.2,0.33,0.36,5.2,0.07,26,187,0.9937,3.31,0.35,9.9,5,white
7.0,0.33,0.34,9.3,0.047,83,145,0.9934,2.99,0.47,9.5,6,white
7.1,0.15,0.31,4.6,0.032,41,147,0.9983,3.25,0.55,10.0,7,white
6.1,0.22,0.32,5.3,0.027,45,117,0.9958,3.33,0.38,12.1,6,white
6.0,0.33,0.42,10.6,0.07,52,85,0.9863,3.12,0.5,12.0,5,white
6.7,0.31,0.33,-0.1,0.035,45,146,0.9962,3.26,0.46,12.8,7,white
6.8,0.29,0.4,10.2,0.036,51,115,0.9956,3.08,0.46,9.6,8,white
8.0,0.41,0.51,5.4,0.035,25,145,0.9918,3.36,0.45,10.3,6,white
5.9,0.21,0.42,13.3,0.053,37,53,0.995,3.05,0.38,8.4,5,white
6.9,0.32,0.33,2.3,0.031,36,143,0.9939,3.06,0.39,11.7,5,white
6.7,0.21,0.32,9.2,0.078,52,136,0.9946,3.2,0.52,12.8,7,white
7.1,0.56,0.29,8.7,0.017,37,141,0.9917,3.31,0.35,9.3,6,white
6.6,0.2,0.34,-2.9,0.077,39,148,0.9897,3.08,0.43,13.1,6,white
7.7,0.49,0.34,7.9,0.027,40,159,0.9979,3.16,0.52,10.9,6,white
7.4,0.26,0.25,9.6,0.017,59,162,0.9925,3.14,0.49,11.5,5,white
7.9,0.22,0.27,3.8,0.054,-10,130,0.992,3.35,0.41,9.1,7,white
6.9,0.28,0.22,13.2,0.06,43,178,0.9955,3.32,0.54,11.3,7,white
6.8,0.17,0.42,-0.1,0.051,29,135,0.9926,3.05,0.55,12.0,6,white
6.5,0.19,0.36,0.3,0.051,5,81,0.9947,2.75,0.57,9.7,5,white
5.6,0.44,0.33,3.3,0.056,17,168,0.9917,2.93,0.47,11.1,6,white
7.1,0.33,0.25,2.1,0.045,17,130,0.9954,3.4,0.62,10.9,6,white
7.2,0.37,0.4,8.0,0.028,28,123,0.9969,3.44,0.44,10.6,7,white
7.3,0.23,0.25,10.2,0.022,21,201,0.9946,3.13,0.34,12.3,7,white
6.5,0.35,0.24,0.2,0.054,36,129,0.9909,3.15,0.36,10.5,6,white
5.8,0.29,0.42,3.7,0.057,49,151,0.9952,3.2,0.5,11.5,6,white
6.1,0.21,0.28,4.7,0.065,38,183,0.9918,3.19,0.37,11.9,6,white
7.0,0.6,0.36,8.5,0.031,24,116,0.9947,3.38,0.59,8.3,4,white
7.7,0.14,0.27,0.2,0.07,39,170,0.9882,3.37,0.59,10.5,5,white
5.5,0.29,0.3,-0.3,0.087,46,146,0.9968,3.0,0.65,9.9,6,white
8.2,0.34,0.32,6.3,0.045,55,194,0.9948,3.06,0.55,10.0,6,white
5.0,0.31,0.45,7.7,0.013,21,114,0.9946,3.21,0.31,9.7,4,white
8.4,0.24,0.37,10.7,0.021,64,111,0.997,3.48,0.48,9.9,7,white
5.9,0.22,0.39,18.9,0.033,38,151,0.9889,3.26,0.48,8.3,5,white
8.0,0.32,0.39,3.2,0.002,38,97,0.9916,3.22,0.54,9.8,6,white
6.4,0.21,0.45,2.4,0.048,23,192,0.9929,3.13,0.48,9.1,6,white
8.0,0.4,0.52,8.7,0.055,13,126,0.9872,3.04,0.6,9.6,6,white
4.9,0.3,0.39,7.2,0.053,11,212,0.9947,3.06,0.46,11.4,4,white
7.3,0.26,0.22,11.6,0.015,66,96,0.9908,3.07,0.51,12.1,5,white
7.7,0.29,0.36,4.4,0.003,60,183,0.9977,3.36,0.51,11.1,7,white
7.1,0.33,0.49,2.2,0.061,46,128,0.9914,3.37,0.5,11.1,5,white
7.3,0.41,0.18,10.4,0.094,17,113,0.9973,3.34,0.49,9.5,5,white
7.7,0.32,0.53,6.8,0.077,34,157,0.991,3.11,0.45,9.6,6,white
7.0,0.3,0.41,11.8,0.045,10,144,0.9975,3.18,0.5,10.5,6,white
6.4,0.37,0.37,6.6,0.027,25,162,0.9933,3.63,0.42,10.5,5,white
5.7,0.14,0.3,7.1,0.033,8,109,0.9919,3.3,0.42,11.3,6,white
7.6,0.23,0.27,-1.9,0.057,28,73,0.9994,3.14,0.4,11.1,5,white
7.8,0.27,0.45,2.5,0.033,29,166,0.9969,3.03,0.48,11.0,5,white
7.4,0.19,0.17,10.7,0.038,24,110,0.9935,3.3,0.42,12.8,6,white
7.5,0.35,0.59,17.2,0.045,20,141,0.9889,3.24,0.31,10.5,5,white
7.0,0.28,0.44,13.9,0.072,33,165,0.9911,3.07,0.65,11.3,5,white
6.5,0.17,0.39,15.3,0.075,44,145,0.9944,3.28,0.44,12.4,8,white
7.8,0.16,0.38,5.5,0.078,57,130,0.9923,3.04,0.42,10.9,7,white
6.4,0.28,0.25,8.8,0.018,23,115,0.9911,3.45,0.42,10.3,7,white
6.9,0.35,0.36,8.1,0.04,45,185,0.9935,3.14,0.41,9.1,6,white
7.3,0.29,0.16,3.9,0.055,45,171,0.9966,3.31,0.42,9.0,5,white
8.0,0.54,0.2,6.6,0.034,41,187,0.9994,3.39,0.43,11.5,5,white
4.4,0.26,0.14,7.7,0.033,50,91,0.9913,3.09,0.58,10.8,6,white
7.6,0.22,0.34,2.1,0.08,38,111,0.9921,3.26,0.46,11.5,4,white
6.5,0.41,0.28,8.6,0.098,35,122,0.9972,3.51,0.61,10.3,4,white
7.3,0.31,0.31,9.0,0.026,45,153,0.9909,3.43,0.6,9.7,5,white
5.3,0.41,0.36,2.2,0.028,67,210,0.9924,2.88,0.26,9.2,6,white
6.2,0.42,0.48,2.1,0.022,9,141,0.9944,3.27,0.55,10.8,6,white
7.8,0.25,0.15,6.2,0.039,38,120,0.9974,3.41,0.38,9.9,6,white
7.8,0.22,0.5,7.4,0.084,28,149,0.9893,3.35,0.62,9.8,5,white
6.7,0.35,0.34,3.3,0.031,17,80,0.9935,3.27,0.44,13.0,6,white
8.3,0.2,0.27,13.6,0.05,44,49,0.9909,3.42,0.44,12.0,6,white
6.8,0.23,0.36,20.5,0.1,30,88,0.9975,3.21,0.49,9.9,6,white
7.1,0.09,0.38,24.3,0.055,27,121,0.9952,3.62,0.56,11.8,5,white
6.1,0.27,0.47,4.4,0.067,41,157,0.9934,3.07,0.34,9.9,8,white
6.5,0.43,0.31,3.9,0.034,49,186,0.9933,3.25,0.51,11.5,7,white
7.2,0.28,0.18,2.4,0.04,17,195,0.9955,3.11,0.62,11.5,6,white
4.9,0.12,0.17,11.0,0.06,39,177,0.9919,3.39,0.51,7.7,7,white
6.9,0.49,0.42,2.1,0.069,59,83,0.9932,3.21,0.5,10.3,6,white
7.2,0.22,0.39,9.5,0.013,38,129,0.9927,2.93,0.39,10.8,7,white
6.8,0.28,0.55,9.4,0.052,33,199,0.9938,2.92,0.51,9.8,5,white
8.1,0.31,0.16,12.4,0.038,32,79,0.9971,2.94,0.56,10.0,7,white
6.4,0.37,0.39,11.0,0.01,1,139,0.9916,2.91,0.51,10.2,5,white
6.6,0.33,0.43,8.3,0.035,4,139,0.996,3.31,0.51,10.2,4,white
6.5,0.27,0.37,4.9,0.055,52,172,0.9946,3.12,0.56,9.3,6,white
6.6,0.28,0.31,10.9,0.049,69,19,0.9934,3.22,0.51,10.3,5,white
6.7,0.21,0.29,14.2,0.068,62,164,0.9961,3.29,0.42,9.3,6,white
6.4,0.18,0.29,7.6,0.058,68,87,0.994,2.96,0.53,10.8,4,white
7.8,0.25,0.36,8.0,0.026,30,175,0.9951,3.12,0.4,8.9,6,white
8.0,0.44,0.47,-0.5,0.03,33,85,0.9974,3.53,0.51,9.0,5,white
7.8,0.17,0.18,2.8,0.068,15,143,0.9927,3.38,0.41,12.5,7,white
7.4,0.15,0.29,3.0,0.061,17,55,0.9926,3.28,0.76,12.1,4,white
6.0,0.3,0.51,3.9,0.065,48,94,0.9955,3.26,0.64,12.1,7,white
6.8,0.38,0.18,15.1,0.039,24,159,0.9937,3.19,0.59,11.1,7,white
8.6,0.21,0.38,4.3,0.082,26,110,0.9969,3.04,0.53,11.4,6,white
6.7,0.18,0.01,7.6,0.046,30,164,1.0001,3.45,0.49,13.6,6,white
7.2,0.32,0.27,6.1,0.106,51,151,0.9985,2.93,0.31,8.2,7,white
5.6,0.3,0.22,9.6,0.05,36,132,0.9912,2.96,0.54,11.1,6,white
7.3,0.43,0.47,3.9,0.055,25,46,0.996,3.21,0.38,12.3,7,white
6.3,0.4,0.19,-1.0,0.077,36,145,0.9886,3.21,0.44,9.1,5,white
6.6,0.15,0.2,11.9,0.027,51,168,0.995,3.43,0.37,10.0,7,white
4.5,0.18,0.22,8.2,0.047,25,160,0.9932,2.88,0.25,9.3,5,white
6.8,0.0,0.27,11.4,0.027,19,102,0.9953,3.26,0.39,9.1,6,white
7.6,0.3,0.28,12.1,0.049,20,148,0.9939,3.22,0.5,8.4,7,white
7.6,0.2,0.26,2.4,0.014,69,130,0.9926,3.18,0.2,10.9,5,white
6.5,0.48,0.36,7.8,0.077,23,144,0.9945,2.98,0.49,11.8,7,white
7.5,0.23,0.2,2.6,0.064,36,190,0.9974,3.12,0.7,11.0,6,white
7.7,0.25,0.38,-5.1,0.04,3,150,1.0007,3.15,0.44,10.1,6,white
6.2,0.21,0.24,3.6,0.058,75,116,0.9978,3.55,0.58,10.5,6,white
7.7,0.29,0.08,2.7,0.057,25,161,0.9964,3.28,0.4,10.4,6,white
6.6,0.41,0.31,10.3,0.062,44,142,0.9966,3.01,0.79,12.3,5,white
5.7,0.07,0.38,5.3,0.026,34,180,0.9935,3.44,0.53,10.0,6,white
6.3,0.39,0.21,9.8,0.059,23,91,0.9938,3.3,0.48,11.5,5,white
7.0,0.08,0.34,9.7,0.026,47,88,0.9961,3.17,0.39,14.9,8,white
5.6,0.25,0.27,0.4,0.069,25,128,0.989,3.18,0.47,10.7,5,white
5.1,0.17,0.26,1.0,0.057,52,64,0.9952,3.11,0.47,8.5,7,white
7.2,0.18,0.4,8.7,0.036,80,120,0.9936,3.22,0.45,13.5,5,white
7.1,0.14,0.41,-0.1,0.078,50,146,0.9933,3.27,0.33,9.1,5,white
6.6,0.32,0.19,2.6,0.077,21,184,0.9908,3.2,0.4,11.9,6,white
6.9,0.24,0.21,12.0,0.032,31,122,0.9946,3.16,0.58,11.6,3,white
7.4,0.33,0.41,5.6,0.024,7,175,0.9919,3.23,0.4,10.1,5,white
5.4,0.35,0.2,-3.7,0.026,-4,147,0.9946,3.29,0.68,9.3,5,white
4.6,0.25,0.22,-0.8,0.05,13,132,0.9942,3.25,0.68,12.4,6,white
7.5,0.35,0.29,12.6,0.034,36,96,0.9921,3.29,0.37,10.2,6,white
7.2,0.29,0.26,9.8,0.05,41,113,0.9972,3.06,0.37,8.9,4,white
7.3,0.23,0.27,3.7,0.07,41,115,0.9933,3.29,0.25,11.7,6,white
6.1,0.37,0.3,7.5,0.085,44,124,0.9956,3.01,0.77,11.1,6,white
7.0,0.43,0.3,11.1,0.013,38,115,0.9909,3.32,0.48,8.3,6,white
7.7,0.41,0.35,1.7,-0.006,49,174,0.9932,2.95,0.46,11.6,4,white
7.0,0.11,0.34,8.8,0.04,38,132,0.9911,3.36,0.48,10.8,6,white
6.4,0.29,0.54,2.0,0.02,22,207,0.9941,3.36,0.55,11.5,6,white
7.0,0.41,0.4,8.6,0.032,50,99,0.995,3.24,0.3,13.5,6,white
8.0,0.16,0.32,11.9,0.042,16,172,0.9949,3.09,0.55,9.3,6,white
7.0,0.27,0.53,12.6,0.064,19,89,0.999,3.18,0.63,10.8,6,white
5.9,0.2,0.22,5.4,0.048,70,127,0.9967,3.33,0.52,10.5,7,white
8.3,0.31,0.56,10.2,0.033,18,127,0.9896,3.29,0.52,11.5,7,white
6.6,0.57,0.64,8.9,0.051,50,129,0.9964,3.1,0.37,9.8,5,white
6.3,0.28,0.43,3.6,0.045,45,183,0.9919,3.13,0.64,11.0,6,white
6.3,0.26,0.31,-0.2,0.039,16,142,0.9963,3.57,0.54,12.2,6,white
7.3,0.5,0.45,13.0,0.024,81,209,0.9889,3.0,0.39,12.9,5,white
6.3,0.3,0.48,6.3,0.037,31,191,0.9934,2.85,0.54,11.1,5,white
5.5,0.22,0.22,5.2,0.059,29,134,0.995,2.88,0.62,9.0,8,white
7.2,0.11,0.43,9.1,0.059,29,179,0.9912,3.19,0.33,11.9,6,white
7.0,0.39,0.3,17.2,0.023,43,87,0.998,3.08,0.63,8.5,7,white
6.9,0.16,0.23,-4.2,0.038,23,134,1.0,3.16,0.49,8.1,7,white
6.0,0.26,0.37,16.1,0.025,11,131,0.9938,3.33,0.52,9.6,7,white
6.5,0.32,0.34,5.8,0.065,47,156,0.9963,3.48,0.39,9.3,7,white
7.2,0.34,0.17,6.9,0.047,14,163,0.9967,3.22,0.26,10.8,6,white
6.9,0.12,0.5,1.4,0.027,11,102,0.9922,3.21,0.53,11.8,6,white
7.1,0.17,0.35,-1.7,0.036,24,154,0.9921,3.46,0.37,11.1,6,white
8.1,0.3,0.43,8.8,-0.005,75,190,0.9951,3.28,0.31,8.3,6,white
7.1,0.12,0.44,4.6,0.037,28,167,0.9984,3.27,0.37,8.7,6,white
7.3,0.35,0.25,3.4,0.055,64,153,0.997,3.4,0.59,10.3,6,white
6.1,0.15,0.59,1.9,0.056,33,174,0.9895,3.16,0.62,10.4,5,white
5.9,0.25,0.58,-2.9,0.033,37,43,0.9976,2.97,0.65,11.5,6,white
7.4,0.23,0.22,5.7,0.044,39,62,0.9975,3.19,0.63,11.5,5,white
6.4,0.36,0.34,7.1,0.057,25,204,0.9855,3.06,0.4,11.1,6,white
5.4,0.23,0.36,10.0,0.067,36,163,0.9963,3.13,0.37,9.3,5,white
7.2,0.35,0.26,7.6,0.041,45,149,0.9941,3.09,0.56,7.0,5,white
7.7,0.39,0.29,6.6,0.062,39,143,0.9979,3.19,0.54,9.0,5,white
5.9,0.28,0.62,0.8,0.024,24,136,0.997,3.22,0.58,12.1,7,white
5.4,0.3,0.27,11.1,0.056,51,155,0.9957,2.98,0.57,13.7,5,white
8.0,0.21,0.57,4.6,0.052,2,149,0.9945,3.4,0.5,8.3,6,white
7.9,0.17,0.48,7.4,0.007,46,122,0.9951,3.32,0.61,8.8,6,white
7.7,0.15,0.39,2.7,0.044,42,147,0.9894,3.03,0.51,12.5,5,white
6.1,0.29,0.49,10.9,0.074,37,146,0.9892,3.23,0.63,10.6,5,white
6.6,0.22,0.44,12.6,0.021,55,113,0.9959,3.55,0.41,11.6,5,white
7.2,0.32,0.41,3.4,0.052,42,182,0.9944,3.22,0.31,9.0,5,white
7.6,0.25,0.46,14.6,0.062,-13,113,0.996,3.19,0.47,10.4,5,white
6.7,0.23,0.27,11.5,0.067,49,108,0.9927,2.98,0.47,12.8,6,white
9.1,0.26,0.31,16.9,0.052,35,120,0.9919,3.07,0.44,10.3,4,white
7.4,0.07,0.17,13.3,0.036,37,80,0.9926,3.21,0.36,10.4,6,white
7.0,0.37,0.42,6.6,0.065,40,132,0.9916,3.28,0.47,11.5,7,white
6.7,0.24,0.26,0.2,0.045,37,121,0.9972,3.11,0.38,12.4,6,white
7.0,0.24,0.16,8.7,0.019,16,162,0.9961,3.21,0.39,11.2,6,white
7.2,0.44,0.41,-1.7,0.043,25,134,0.9957,3.43,0.4,11.0,6,white
5.9,0.25,0.3,11.7,0.007,50,72,0.9983,3.21,0.28,9.7,5,white
5.8,0.34,0.53,7.8,0.049,35,120,0.9917,3.36,0.46,11.5,6,white
6.2,0.08,0.44,3.7,0.044,38,81,0.9901,3.17,0.54,11.2,7,white
6.6,0.22,0.5,5.3,0.02,47,178,0.9933,3.35,0.37,11.5,6,white
7.0,0.39,0.33,13.3,0.098,31,180,0.9952,3.27,0.63,11.8,6,white
6.5,0.37,0.37,8.6,0.021,54,153,0.9919,3.07,0.4,11.8,7,white
6.8,0.35,0.45,6.3,0.053,39,166,0.9908,3.04,0.49,11.2,7,white
5.7,0.2,0.04,4.6,0.044,16,142,0.9915,3.39,0.41,9.7,5,white
7.9,0.3,0.15,7.4,0.033,30,149,0.9965,3.28,0.34,11.5,5,white
5.7,0.24,0.33,10.7,0.038,29,113,0.9958,3.04,0.43,11.9,6,white
7.1,0.31,0.13,9.2,0.03,36,124,0.9982,3.18,0.41,10.9,6,white
6.0,0.37,0.24,1.3,0.054,17,168,0.9983,3.28,0.48,10.1,7,white
7.2,0.3,0.41,9.2,0.08,66,102,0.9949,2.89,0.52,11.1,6,white
8.2,0.38,0.38,1.9,0.087,49,144,0.9883,3.22,0.71,9.8,6,white
7.5,0.39,0.42,6.8,0.06,39,113,0.9948,3.29,0.53,9.6,7,white
6.1,0.16,0.2,-3.5,0.03,37,112,0.9942,3.2,0.51,10.7,5,white
7.0,0.09,0.44,4.9,0.056,52,182,0.9948,3.3,0.47,10.6,5,white
6.5,0.38,0.24,3.5,0.049,9,159,0.9921,3.04,0.33,9.5,7,white
5.7,0.29,0.4,0.7,0.055,41,149,0.9904,3.47,0.53,11.3,6,white
7.7,0.42,0.42,4.7,0.016,15,99,0.9948,2.75,0.41,11.0,6,white
8.8,0.31,0.59,11.3,0.01,51,138,0.9895,2.96,0.49,9.3,5,white
7.9,0.44,0.54,2.9,0.073,21,126,0.9969,3.31,0.45,11.3,6,white
5.8,0.36,0.42,-0.7,0.044,41,90,0.9898,3.22,0.19,10.0,6,white
8.6,0.32,0.3,14.5,0.038,68,159,0.9881,2.93,0.46,12.0,5,white
6.3,0.24,0.35,4.6,0.05,54,156,0.9952,3.37,0.45,9.2,6,white
6.5,0.23,0.38,13.0,0.014,18,59,0.993,3.02,0.56,10.5,5,white
6.2,0.1,0.26,1.5,0.08,39,131,0.9882,3.28,0.59,10.6,6,white
7.0,0.34,0.42,12.0,0.018,37,204,0.9919,2.79,0.55,10.6,6,white
5.1,0.2,0.43,10.9,0.01,34,147,0.996,2.96,0.44,12.9,6,white
6.0,0.25,0.43,10.9,0.074,64,204,0.9947,3.33,0.54,11.6,7,white
7.8,0.28,0.2,9.5,0.108,34,152,0.9928,3.48,0.44,10.9,8,white
9.0,0.22,0.33,11.9,0.022,74,160,0.9939,3.22,0.5,10.6,5,white
5.0,0.3,0.45,6.0,0.056,24,130,0.9934,3.21,0.62,11.8,5,white
7.7,0.03,0.43,5.5,0.113,37,104,0.9905,2.97,0.52,8.9,6,white
5.8,0.28,0.32,10.4,0.009,36,102,0.9893,3.08,0.72,11.7,5,white
6.5,0.35,0.33,15.4,0.048,40,181,0.9934,3.04,0.6,10.0,5,white
5.8,0.1,0.29,21.6,0.069,49,129,0.9959,3.08,0.39,9.2,5,white
7.7,0.21,0.41,7.6,0.034,58,118,0.993,2.96,0.45,10.8,7,white
7.3,0.42,0.14,2.8,0.075,34,210,0.995,3.3,0.45,10.1,5,white
7.0,0.27,0.22,6.1,0.06,32,220,0.9973,3.12,0.46,11.6,6,white
7.5,0.21,0.26,2.9,0.022,34,146,0.99,3.41,0.52,10.3,5,white
7.4,0.36,0.4,6.4,0.018,51,73,0.9962,3.05,0.37,11.7,6,white
5.9,0.16,0.51,6.5,0.032,15,134,0.9893,3.16,0.45,11.2,5,white
7.1,0.17,0.38,8.1,0.036,28,99,1.0005,3.21,0.43,10.0,5,white
6.3,0.18,0.19,8.6,0.047,66,92,0.9924,3.11,0.47,9.6,6,white
6.2,0.42,0.31,8.3,0.089,0,192,0.9973,2.96,0.67,11.5,7,white
7.3,0.17,0.22,-0.6,0.034,51,90,0.9943,3.23,0.43,11.1,6,white
8.0,0.27,0.3,2.8,0.049,56,112,0.991,3.31,0.37,10.2,6,white
6.8,0.4,0.22,1.4,0.086,52,131,0.9878,3.24,0.62,11.6,6,white
8.2,0.18,0.29,9.9,0.068,27,94,0.9948,3.35,0.53,9.7,7,white
6.6,0.1,0.23,-3.2,0.047,53,115,0.9943,3.08,0.67,10.6,6,white
5.4,0.5,0.58,13.1,0.041,46,95,0.9948,3.52,0.4,9.5,5,white
5.7,0.29,0.38,9.8,0.011,45,89,0.9921,3.16,0.49,10.2,5,white
5.5,0.21,0.23,7.8,0.041,17,133,0.9941,3.16,0.51,11.0,6,white
7.2,0.26,0.33,1.0,0.097,31,137,0.9955,3.28,0.56,8.9,5,white
8.5,0.36,0.54,6.4,0.031,37,84,0.9968,3.48,0.62,11.3,5,white
7.8,0.12,0.43,-1.1,0.069,79,87,0.994,3.14,0.42,11.2,5,white
7.6,0.23,0.31,11.0,0.031,15,88,0.9884,3.39,0.46,11.8,6,white
8.2,0.36,0.26,6.7,0.064,34,87,0.9936,3.22,0.35,12.1,5,white
7.4,0.43,0.37,14.7,0.069,42,133,0.9921,2.93,0.44,11.4,7,white
7.8,0.43,0.27,14.2,0.034,36,149,0.9947,3.23,0.89,11.5,6,white
6.9,0.29,0.47,7.9,0.032,38,119,0.9945,3.17,0.43,9.1,6,white
6.1,0.43,0.64,10.9,0.06,8,188,0.9959,3.43,0.44,11.4,7,white
5.8,0.11,0.35,15.1,0.062,40,192,0.9919,3.04,0.63,12.2,6,white
6.5,0.29,0.34,-1.0,0.065,17,66,0.9918,3.1,0.58,12.1,7,white
5.4,0.01,0.19,5.3,0.047,34,142,0.997,3.02,0.41,11.2,5,white
6.6,0.43,0.52,6.0,0.022,34,66,0.9908,3.32,0.53,12.0,4,white
6.6,0.32,0.4,10.7,0.044,58,142,0.9936,3.19,0.67,13.0,5,white
7.6,0.46,0.13,7.9,0.022,-5,179,0.994,3.25,0.71,10.1,6,white
6.7,0.22,0.38,7.5,0.058,0,152,0.9877,3.27,0.59,12.0,6,white
7.9,0.14,0.33,-0.3,0.022,24,104,0.9941,2.86,0.39,11.7,7,white
6.5,0.36,0.35,2.9,0.028,51,184,0.994,2.83,0.49,9.6,7,white
6.0,0.26,0.28,9.9,0.042,41,107,0.9942,3.36,0.46,11.2,5,white
8.4,0.39,0.35,6.5,0.076,35,147,0.9912,3.09,0.67,11.4,6,white
7.8,0.36,0.2,4.6,0.019,59,100,0.9904,3.28,0.39,9.9,4,white
7.0,0.25,0.34,5.3,0.031,21,150,0.99,3.2,0.37,9.4,5,white
6.4,0.28,0.43,11.3,0.035,26,126,0.9974,3.46,0.36,11.4,7,white
8.8,0.26,0.31,9.0,0.056,45,66,0.9946,3.17,0.33,10.7,6,white
6.9,0.28,0.25,3.5,0.026,41,122,0.9919,3.32,0.49,10.0,6,white
7.6,0.23,0.5,16.6,0.019,23,167,0.9904,3.2,0.42,8.7,5,white
8.1,0.34,0.47,6.7,0.028,26,188,0.99,3.22,0.31,10.8,5,white
7.2,0.11,0.21,3.0,0.054,22,122,0.994,3.13,0.4,10.1,5,white
5.9,0.09,0.28,2.7,0.01,13,182,0.9937,3.21,0.51,9.1,7,white
6.7,0.23,0.34,9.3,0.069,26,116,0.989,3.12,0.54,11.2,7,white
6.4,0.22,0.37,11.5,0.062,1,226,0.9905,3.03,0.39,11.1,5,white
6.8,0.23,0.41,13.3,0.061,33,108,0.9915,3.12,0.34,9.4,7,white
7.1,0.4,0.3,10.9,0.055,32,141,0.9964,3.14,0.62,9.4,7,white
6.5,0.29,0.22,8.7,0.048,37,87,0.9913,3.27,0.42,9.3,6,white
6.6,0.36,0.37,1.3,0.028,57,129,0.9936,3.0,0.7,11.1,4,white
7.0,0.33,0.25,11.5,0.036,33,164,0.9968,2.97,0.51,11.5,7,white
5.6,0.43,0.4,8.0,0.035,21,258,0.9967,3.27,0.27,7.9,5,white
6.6,0.22,0.4,10.7,0.014,31,110,0.9958,3.18,0.4,10.0,4,white
7.1,0.34,0.55,7.9,0.078,18,46,0.9982,3.43,0.48,10.4,6,white
7.0,0.26,0.49,5.8,0.019,43,188,0.9946,2.98,0.56,14.8,5,white
6.2,0.17,0.42,6.2,0.035,49,140,0.9915,3.12,0.35,10.5,7,white
6.4,0.16,0.29,8.2,0.039,49,195,0.9988,3.42,0.47,9.8,5,white
5.6,0.26,0.23,5.9,0.053,58,91,0.9954,2.93,0.39,11.9,5,white
6.2,0.39,0.46,-0.8,0.036,8,224,0.9916,3.27,0.56,9.0,6,white
5.3,0.22,0.38,16.7,0.03,27,113,0.9955,3.2,0.34,8.7,7,white
6.6,0.23,0.24,2.1,0.067,80,130,0.9882,3.31,0.49,11.4,5,white
7.2,0.21,0.35,-2.8,0.118,53,143,0.9944,3.31,0.44,11.1,6,white
6.2,0.16,0.31,4.0,0.093,44,90,0.9874,3.04,0.51,9.5,3,white
4.9,0.23,0.3,0.8,0.048,33,124,0.9915,3.41,0.45,11.2,6,white
7.6,0.39,0.35,21.4,0.009,56,66,0.9921,3.21,0.36,10.2,4,white
7.0,0.31,0.26,5.6,0.008,30,165,0.9905,3.23,0.45,9.3,7,white
6.1,0.22,0.19,11.3,0.067,26,119,0.9939,3.26,0.34,12.2,6,white
6.1,0.24,0.56,7.2,0.047,40,25,0.9915,3.29,0.36,9.8,7,white
7.6,0.31,0.31,-4.8,0.049,34,122,0.9939,3.01,0.47,10.8,5,white
7.2,0.22,0.41,11.7,0.052,24,151,0.9974,3.24,0.27,12.4,6,white
7.4,0.37,0.15,0.4,0.031,25,152,0.9909,3.24,0.58,11.6,5,white
5.6,0.4,0.17,8.8,0.046,53,211,0.996,3.09,0.51,9.7,6,white
7.3,0.16,0.22,-1.1,0.058,62,146,1.0005,3.26,0.69,12.3,6,white
6.0,0.25,0.22,7.4,0.082,44,128,0.9941,3.21,0.71,10.2,6,white
5.7,0.32,0.21,5.7,0.083,26,133,0.9891,2.99,0.36,9.4,6,white
6.8,0.41,0.22,5.3,0.062,33,208,0.995,3.26,0.56,10.5,5,white
7.3,0.02,0.43,6.3,0.036,19,99,0.9932,3.1,0.5,9.5,8,white
6.9,0.22,0.24,3.4,0.05,15,120,0.9981,3.41,0.6,9.3,6,white
6.9,0.03,0.07,-5.5,0.073,39,170,0.9904,3.2,0.44,9.5,5,white
5.9,0.36,0.35,10.2,0.087,33,147,0.9933,3.03,0.45,13.7,6,white
5.2,0.28,0.27,12.2,0.075,56,92,0.9931,3.32,0.47,11.5,5,white
